,SITE,SOIL,TIME,HOST,TISSUE,TEMP,MEDIA,season,IR,richness.art1Arid
MSHM2249,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,4,1
MSHM2250,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,1,1
MSHM2252,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA+Plant extract,Summer,1,1
MSHM2256,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA+Plant extract,Summer,3,1
MSHM2281,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA,Summer,1,1
MSHM2282,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA,Summer,2,1
MSHM2284,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA,Summer,2,1
MSHM2285,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA,Summer,1,1
MSHM2286,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA,Summer,2,1
MSHM2288,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA,Summer,2,1
MSHM2289,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA,Summer,1,1
MSHM2290,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA,Summer,1,1
MSHM2291,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA,Summer,2,1
MSHM2292,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA,Summer,2,1
MSHM2293,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,1,1
MSHM2294,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,1,1
MSHM2295,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,2,1
MSHM2296,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,1,1
MSHM2298,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,23,PDA+Plant extract,Summer,2,1
MSHM2301,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA+Plant extract,Summer,2,1
MSHM2302,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA+Plant extract,Summer,3,1
MSHM2303,Maranjab Desert,Arid soil,Summer,Artemisia sieberi,Root,30,PDA+Plant extract,Summer,1,1
MSHM2324,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2325,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2326,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,1,1
MSHM2327,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,1,1
MSHM2328,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,2,1
MSHM2329,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2333,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2335,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2337,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2340,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2341,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2345,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2346,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,2,1
MSHM2349,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2350,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2351,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2371,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2372,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,2,1
MSHM2373,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2374,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,2,1
MSHM2375,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,4,1
MSHM2378,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,2,1
MSHM2379,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2380,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,2,1
MSHM2385,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2386,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2387,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2388,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,2,1
MSHM2389,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,2,1
MSHM2390,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2391,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2393,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2394,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2395,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2396,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2398,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2399,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2400,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2419,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2420,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2421,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2422,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,3,1
MSHM2424,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,1,1
MSHM2425,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,2,1
MSHM2426,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2427,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2428,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2431,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,3,1
MSHM2432,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2433,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2435,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,4,1
MSHM2437,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2438,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,2,1
MSHM2440,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2444,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2448,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,2,1
MSHM2467,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2469,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2470,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,2,1
MSHM2471,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,2,1
MSHM2472,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,3,1
MSHM2473,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2476,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2480,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2481,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2483,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,3,1
MSHM2487,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2490,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,1,1
MSHM2491,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2494,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2496,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,3,1
MSHM2515,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2516,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,3,1
MSHM2517,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2519,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,2,1
MSHM2520,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,5,1
MSHM2522,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2529,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,2,1
MSHM2532,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2539,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2563,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2564,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2565,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Summer,1,1
MSHM2566,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,2,1
MSHM2567,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,3,1
MSHM2568,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Summer,3,1
MSHM2569,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,2,1
MSHM2570,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2571,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,1,1
MSHM2572,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA,Summer,2,1
MSHM2575,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2577,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2578,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2579,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA,Summer,1,1
MSHM2585,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,23,PDA+Plant extract,Summer,2,1
MSHM2589,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2590,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,5,1
MSHM2591,Garmsar,Arid soil,Summer,Asteragalus squarrosus,Root,30,PDA+Plant extract,Summer,1,1
MSHM2593,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,2,2
MSHM2594,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,4,2
MSHM2595,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,2,2
MSHM2596,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,4,2
MSHM2597,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,2,2
MSHM2598,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,5,2
MSHM2599,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,2,2
MSHM2600,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,3,2
MSHM2601,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM2602,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,1,1
MSHM2603,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,6,2
MSHM2604,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,3,1
MSHM2605,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2606,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2607,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,2,1
MSHM2608,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,2,1
MSHM2609,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,1,1
MSHM2611,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,1,1
MSHM2612,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,3,1
MSHM2613,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,2,1
MSHM2614,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,1,1
MSHM2615,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,1,1
MSHM2616,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,1,1
MSHM2617,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,1,1
MSHM2619,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,3,1
MSHM2622,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,3,1
MSHM2623,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,1,1
MSHM2626,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,1,1
MSHM2628,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,2,1
MSHM2630,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,1,1
MSHM2631,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,2,1
MSHM2633,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,2,1
MSHM2634,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,1,1
MSHM2636,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,2,1
MSHM2637,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2638,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2640,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2641,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,2,1
MSHM2642,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,1,1
MSHM2643,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,1,1
MSHM2644,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,6,2
MSHM2645,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,1,1
MSHM2646,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,3,2
MSHM2647,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,4,1
MSHM2648,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,2,2
MSHM2649,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,1,1
MSHM2650,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,1,1
MSHM2651,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,2,2
MSHM2652,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,6,2
MSHM2653,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2654,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,2,1
MSHM2655,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2656,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,1,1
MSHM2659,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,3,1
MSHM2660,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,2,1
MSHM2661,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,2,1
MSHM2662,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,1,1
MSHM2663,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,3,1
MSHM2664,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,1,1
MSHM2665,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,1,1
MSHM2666,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,1,1
MSHM2667,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,3,1
MSHM2668,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,1,1
MSHM2669,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,3,1
MSHM2670,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,2,1
MSHM2674,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,1,1
MSHM2675,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,1,1
MSHM2676,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,1,1
MSHM2678,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,1,1
MSHM2681,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,3,1
MSHM2682,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,2,1
MSHM2683,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2684,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,2,1
MSHM2685,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2686,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2687,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,2,1
MSHM2688,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,1,1
MSHM2689,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,4,2
MSHM2690,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,2,1
MSHM2691,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,2,2
MSHM2692,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,2,2
MSHM2693,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,1,1
MSHM2694,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,1,1
MSHM2695,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,2,2
MSHM2696,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,4,2
MSHM2697,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,2,1
MSHM2698,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,5,2
MSHM2699,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,3,2
MSHM2700,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,5,2
MSHM2701,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2705,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,2,1
MSHM2706,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,2,1
MSHM2707,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,1,1
MSHM2708,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,4,1
MSHM2709,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,2,1
MSHM2710,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,2,1
MSHM2711,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,2,1
MSHM2712,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,2,1
MSHM2713,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,2,1
MSHM2715,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA,Winter,3,1
MSHM2719,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,2,1
MSHM2722,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,3,1
MSHM2724,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA,Winter,2,1
MSHM2725,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,1,1
MSHM2726,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,3,1
MSHM2730,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,23,PDA+Plant extract,Winter,1,1
MSHM2733,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,2,1
MSHM2736,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Root,30,PDA+Plant extract,Winter,2,1
MSHM2737,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,3,2
MSHM2738,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,4,2
MSHM2739,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA,Winter,3,1
MSHM2740,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,2,1
MSHM2741,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,3,2
MSHM2742,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA,Winter,4,2
MSHM2743,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,3,2
MSHM2744,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,23,PDA+Plant extract,Winter,2,2
MSHM2746,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,3,2
MSHM2747,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,6,2
MSHM2748,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Leaf,30,PDA+Plant extract,Winter,5,2
MSHM2749,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2750,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,1,1
MSHM2751,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA,Winter,2,1
MSHM2752,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,2,1
MSHM2754,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA,Winter,2,1
MSHM2756,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,3,1
MSHM2757,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,23,PDA+Plant extract,Winter,1,1
MSHM2758,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,2,1
MSHM2759,Garmsar,Arid soil,Winter,Asteragalus squarrosus,Branch,30,PDA+Plant extract,Winter,4,1
